kare,t,hedef_x,hedef_y,hedef_z,hedef_qw,hedef_qx,hedef_qy,hedef_qz,celdirici_x,celdirici_y,celdirici_z,celdirici_qw,celdirici_qx,celdirici_qy,celdirici_qz,celdirici2_x,celdirici2_y,celdirici2_z,celdirici2_qw,celdirici2_qx,celdirici2_qy,celdirici2_qz,kam_x,kam_y,kam_z,kam_qw,kam_qx,kam_qy,kam_qz,senkron_bosluk_ms
29,0.958333,-18.600001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,16.062501,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,1.789995,-6.854895,0.750000,0.233445,0.000000,0.000000,0.972370,-18.600068,0.021063,52.317498,0.353524,-0.612389,0.353524,0.612389,0.000
30,0.991667,-18.440001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,15.945834,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,1.665254,-6.791337,0.750000,0.233445,0.000000,0.000000,0.972370,-18.440068,0.020852,52.732831,0.355248,-0.611391,0.355248,0.611391,4.167
31,1.025000,-18.280001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,15.829167,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,1.540513,-6.727778,0.750000,0.233445,0.000000,0.000000,0.972370,-18.280069,0.020585,53.148164,0.357388,-0.610143,0.357388,0.610143,4.167
32,1.058333,-18.120001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,15.712501,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,1.415772,-6.664219,0.750000,0.233445,0.000000,0.000000,0.972370,-18.120069,0.020264,53.563498,0.359936,-0.608643,0.359936,0.608643,0.000
33,1.091666,-17.960001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,15.595834,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,1.291031,-6.600661,0.750000,0.233445,0.000000,0.000000,0.972370,-17.960070,0.019888,53.978831,0.362902,-0.606879,0.362902,0.606879,4.167
34,1.120833,-17.820001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,15.493751,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,1.181883,-6.545047,0.750000,0.233445,0.000000,0.000000,0.972370,-17.820070,0.019515,54.342247,0.365808,-0.605132,0.365808,0.605132,0.000
35,1.154166,-17.660001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,15.377084,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,1.057142,-6.481488,0.750000,0.233445,0.000000,0.000000,0.972370,-17.660071,0.019039,54.757581,0.369500,-0.602884,0.369500,0.602884,4.167
36,1.187500,-17.500001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,15.260417,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.932401,-6.417929,0.750000,0.233445,0.000000,0.000000,0.972370,-17.500072,0.018513,55.172914,0.373553,-0.600382,0.373553,0.600382,4.167
37,1.220833,-17.340001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,15.143751,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.807660,-6.354371,0.750000,0.233445,0.000000,0.000000,0.972370,-17.340073,0.017938,55.588247,0.377950,-0.597623,0.377950,0.597623,0.000
38,1.254166,-17.180001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,15.027084,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.682919,-6.290812,0.750000,0.233445,0.000000,0.000000,0.972370,-17.180075,0.017313,56.003581,0.382693,-0.594597,0.382693,0.594597,4.167
39,1.287500,-17.020001,-2.200000,0.783950,1.000000,0.000000,0.000000,0.000000,14.910417,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.558179,-6.227253,0.750000,0.233445,0.000000,0.000000,0.972370,-17.020076,0.016643,56.418914,0.387745,-0.591315,0.387745,0.591315,4.167
